Position,Team,Points,Win,Draw,Lose,Goals_For,Goals_Against,Number_Teams,Season,Round,League
14,Saint-Étienne,49,12,13,13,45,53,22,1998,38,ligue_2
15,Nîmes,48,12,12,14,39,48,22,1998,38,ligue_2
16,Nice,46,9,19,10,36,35,22,1998,38,ligue_2
17,Beauvais Oise,45,10,15,13,38,46,22,1998,38,ligue_2
18,ES Wasquehal,44,12,8,18,43,60,22,1998,38,ligue_2
19,Louhans Cuiseaux,43,11,10,17,35,47,22,1998,38,ligue_2
20,FC Martigues,43,10,13,15,35,57,22,1998,38,ligue_2
21,Sporting Toulon,40,10,10,18,32,55,22,1998,38,ligue_2
22,FC Mulhouse,38,9,11,18,45,49,22,1998,38,ligue_2
1,Lorient,73,21,10,8,66,34,22,1998,39,ligue_2
2,Nancy,73,20,13,6,60,33,22,1998,39,ligue_2
3,Sochaux,60,16,12,11,49,34,22,1998,39,ligue_2
4,Lille,59,15,14,10,56,40,22,1998,39,ligue_2
5,Troyes,58,15,13,11,44,36,22,1998,39,ligue_2
6,Valence,55,12,19,8,45,39,22,1998,39,ligue_2
7,Le Mans,55,14,13,12,50,45,22,1998,39,ligue_2
8,Amiens SC,54,14,12,13,40,44,22,1998,39,ligue_2
9,Niort,52,12,16,11,39,35,22,1998,39,ligue_2
10,Stade Lavallois,52,14,10,15,46,43,22,1998,39,ligue_2
11,Caen,51,14,9,16,54,52,22,1998,39,ligue_2
12,Saint-Étienne,50,12,14,13,45,53,22,1998,39,ligue_2
13,Red Star,50,13,11,15,46,58,22,1998,39,ligue_2
14,Nice,49,10,19,10,38,36,22,1998,39,ligue_2
15,FC Gueugnon,49,14,7,18,43,48,22,1998,39,ligue_2
16,Nîmes,48,12,12,15,39,49,22,1998,39,ligue_2
17,Beauvais Oise,46,10,16,13,38,46,22,1998,39,ligue_2
18,Louhans Cuiseaux,46,12,10,17,38,47,22,1998,39,ligue_2
19,ES Wasquehal,45,12,9,18,44,61,22,1998,39,ligue_2
20,Sporting Toulon,43,11,10,18,38,56,22,1998,39,ligue_2
21,FC Martigues,43,10,13,16,35,60,22,1998,39,ligue_2
22,FC Mulhouse,39,9,12,18,47,51,22,1998,39,ligue_2
1,Lorient,74,21,11,8,67,35,22,1998,40,ligue_2
2,Nancy,74,20,14,6,62,35,22,1998,40,ligue_2
3,Sochaux,63,17,12,11,53,34,22,1998,40,ligue_2
4,Lille,62,16,14,10,59,41,22,1998,40,ligue_2
5,Troyes,61,16,13,11,46,36,22,1998,40,ligue_2
6,Le Mans,58,15,13,12,52,45,22,1998,40,ligue_2
7,Valence,56,12,20,8,47,41,22,1998,40,ligue_2
8,Amiens SC,54,14,12,14,40,46,22,1998,40,ligue_2
9,Niort,53,12,17,11,40,36,22,1998,40,ligue_2
10,Stade Lavallois,53,14,11,15,47,44,22,1998,40,ligue_2
11,Caen,52,14,10,16,56,54,22,1998,40,ligue_2
12,FC Gueugnon,52,15,7,18,45,49,22,1998,40,ligue_2
13,Red Star,51,13,12,15,47,59,22,1998,40,ligue_2
14,Saint-Étienne,50,12,14,14,45,57,22,1998,40,ligue_2
15,Nice,49,10,19,11,38,38,22,1998,40,ligue_2
16,Nîmes,48,12,12,15,39,49,22,1998,40,ligue_2
17,Beauvais Oise,47,10,17,13,38,46,22,1998,40,ligue_2
18,Louhans Cuiseaux,46,12,10,18,39,50,22,1998,40,ligue_2
19,ES Wasquehal,45,12,9,19,45,63,22,1998,40,ligue_2
20,FC Martigues,44,10,14,16,35,60,22,1998,40,ligue_2
21,Sporting Toulon,43,11,10,18,38,56,22,1998,40,ligue_2
22,FC Mulhouse,40,9,13,18,49,53,22,1998,40,ligue_2
1,Lorient,75,21,12,8,67,35,22,1998,41,ligue_2
2,Nancy,75,20,15,6,63,36,22,1998,41,ligue_2
3,Sochaux,63,17,12,12,54,36,22,1998,41,ligue_2
4,Lille,62,16,14,11,60,43,22,1998,41,ligue_2
5,Troyes,62,16,14,11,47,37,22,1998,41,ligue_2
6,Le Mans,59,15,14,12,53,46,22,1998,41,ligue_2
7,Valence,57,12,21,8,49,43,22,1998,41,ligue_2
8,Caen,55,15,10,16,60,54,22,1998,41,ligue_2
9,Niort,54,12,18,11,40,36,22,1998,41,ligue_2
10,Stade Lavallois,54,14,12,15,49,46,22,1998,41,ligue_2
11,Amiens SC,54,14,12,15,40,48,22,1998,41,ligue_2
12,Red Star,54,14,12,15,50,61,22,1998,41,ligue_2
13,Nice,52,11,19,11,40,39,22,1998,41,ligue_2
14,FC Gueugnon,52,15,7,19,45,53,22,1998,41,ligue_2
15,Saint-Étienne,51,12,15,14,46,58,22,1998,41,ligue_2
16,Beauvais Oise,50,11,17,13,40,47,22,1998,41,ligue_2
17,Louhans Cuiseaux,49,13,10,18,41,50,22,1998,41,ligue_2
18,Nîmes,48,12,12,16,39,51,22,1998,41,ligue_2
19,ES Wasquehal,48,13,9,19,47,63,22,1998,41,ligue_2
20,FC Martigues,45,10,15,16,36,61,22,1998,41,ligue_2
21,Sporting Toulon,43,11,10,19,40,59,22,1998,41,ligue_2
22,FC Mulhouse,41,9,14,18,50,54,22,1998,41,ligue_2
1,Nancy,76,20,16,6,64,37,22,1998,42,ligue_2
2,Lorient,75,21,12,9,68,38,22,1998,42,ligue_2
3,Sochaux,66,18,12,12,56,37,22,1998,42,ligue_2
4,Lille,65,17,14,11,62,44,22,1998,42,ligue_2
5,Troyes,63,16,15,11,48,38,22,1998,42,ligue_2
6,Le Mans,62,16,14,12,54,46,22,1998,42,ligue_2
7,Valence,58,12,22,8,51,45,22,1998,42,ligue_2
8,Red Star,57,15,12,15,51,61,22,1998,42,ligue_2
9,Caen,56,15,11,16,61,55,22,1998,42,ligue_2
10,Niort,55,12,19,11,42,38,22,1998,42,ligue_2
11,FC Gueugnon,55,16,7,19,47,54,22,1998,42,ligue_2
12,Amiens SC,55,14,13,15,40,49,22,1998,42,ligue_2
13,Stade Lavallois,54,14,12,16,50,48,22,1998,42,ligue_2
14,Nice,52,11,19,12,40,40,22,1998,42,ligue_2
15,Nîmes,52,13,13,16,41,51,22,1998,42,ligue_2
16,Beauvais Oise,51,11,18,13,40,47,22,1998,42,ligue_2
17,Saint-Étienne,51,12,15,15,47,60,22,1998,42,ligue_2
18,ES Wasquehal,51,14,9,19,49,63,22,1998,42,ligue_2
19,Louhans Cuiseaux,49,13,10,19,41,51,22,1998,42,ligue_2
20,Sporting Toulon,46,12,10,20,43,62,22,1998,42,ligue_2
21,FC Martigues,45,10,15,17,37,63,22,1998,42,ligue_2
22,FC Mulhouse,41,9,14,19,51,56,22,1998,42,ligue_2
