Position,Team,Points,Win,Draw,Lose,Goals_For,Goals_Against,Number_Teams,Season,Round,League
18,Niort,3,0,3,1,1,4,22,1998,4,ligue_2
19,FC Martigues,2,0,2,2,4,11,22,1998,4,ligue_2
20,Caen,1,0,1,3,6,11,22,1998,4,ligue_2
21,Saint-Étienne,1,0,1,3,3,8,22,1998,4,ligue_2
22,Sporting Toulon,0,0,0,4,2,7,22,1998,4,ligue_2
1,Troyes,12,4,0,1,12,5,22,1998,5,ligue_2
2,Lorient,11,3,2,0,7,3,22,1998,5,ligue_2
3,Sochaux,10,3,1,1,8,4,22,1998,5,ligue_2
4,Lille,9,2,3,0,11,5,22,1998,5,ligue_2
5,Amiens SC,9,2,3,0,7,3,22,1998,5,ligue_2
6,Valence,8,2,2,1,6,5,22,1998,5,ligue_2
7,Beauvais Oise,7,2,1,2,11,10,22,1998,5,ligue_2
8,Nice,7,1,4,0,5,4,22,1998,5,ligue_2
9,Nancy,7,2,1,2,9,9,22,1998,5,ligue_2
10,Stade Lavallois,7,2,1,2,5,5,22,1998,5,ligue_2
11,Louhans Cuiseaux,7,2,1,2,5,6,22,1998,5,ligue_2
12,Red Star,7,2,1,2,4,5,22,1998,5,ligue_2
13,FC Mulhouse,6,2,0,3,9,9,22,1998,5,ligue_2
14,Niort,6,1,3,1,3,5,22,1998,5,ligue_2
15,ES Wasquehal,6,2,0,3,6,15,22,1998,5,ligue_2
16,Nîmes,5,1,2,2,6,6,22,1998,5,ligue_2
17,FC Gueugnon,5,1,2,2,5,5,22,1998,5,ligue_2
18,Le Mans,5,1,2,2,3,5,22,1998,5,ligue_2
19,FC Martigues,5,1,2,2,6,11,22,1998,5,ligue_2
20,Caen,4,1,1,3,12,11,22,1998,5,ligue_2
21,Sporting Toulon,3,1,0,4,4,8,22,1998,5,ligue_2
22,Saint-Étienne,2,0,2,3,3,8,22,1998,5,ligue_2
1,Troyes,15,5,0,1,13,5,22,1998,6,ligue_2
2,Lorient,14,4,2,0,12,4,22,1998,6,ligue_2
3,Valence,11,3,2,1,8,6,22,1998,6,ligue_2
4,Lille,10,2,4,0,12,6,22,1998,6,ligue_2
5,Amiens SC,10,2,4,0,7,3,22,1998,6,ligue_2
6,Nancy,10,3,1,2,12,9,22,1998,6,ligue_2
7,Sochaux,10,3,1,2,9,6,22,1998,6,ligue_2
8,Stade Lavallois,10,3,1,2,7,6,22,1998,6,ligue_2
9,Beauvais Oise,8,2,2,2,12,11,22,1998,6,ligue_2
10,Nîmes,8,2,2,2,8,7,22,1998,6,ligue_2
11,Nice,8,1,5,0,6,5,22,1998,6,ligue_2
12,Red Star,8,2,2,2,5,6,22,1998,6,ligue_2
13,Caen,7,2,1,3,14,12,22,1998,6,ligue_2
14,FC Mulhouse,7,2,1,3,10,10,22,1998,6,ligue_2
15,Louhans Cuiseaux,7,2,1,3,6,8,22,1998,6,ligue_2
16,FC Gueugnon,6,1,3,2,6,6,22,1998,6,ligue_2
17,Niort,6,1,3,2,3,6,22,1998,6,ligue_2
18,ES Wasquehal,6,2,0,4,7,17,22,1998,6,ligue_2
19,Le Mans,5,1,2,3,4,7,22,1998,6,ligue_2
20,FC Martigues,5,1,2,3,7,16,22,1998,6,ligue_2
21,Saint-Étienne,3,0,3,3,3,8,22,1998,6,ligue_2
22,Sporting Toulon,3,1,0,5,4,11,22,1998,6,ligue_2
1,Troyes,16,5,1,1,14,6,22,1998,7,ligue_2
2,Lorient,15,4,3,0,13,5,22,1998,7,ligue_2
3,Lille,13,3,4,0,14,6,22,1998,7,ligue_2
4,Amiens SC,11,2,5,0,8,4,22,1998,7,ligue_2
5,Nancy,11,3,2,2,13,10,22,1998,7,ligue_2
6,Valence,11,3,2,2,8,8,22,1998,7,ligue_2
7,Caen,10,3,1,3,16,12,22,1998,7,ligue_2
8,Sochaux,10,3,1,3,9,8,22,1998,7,ligue_2
9,Stade Lavallois,10,3,1,3,7,8,22,1998,7,ligue_2
10,Beauvais Oise,9,2,3,2,13,12,22,1998,7,ligue_2
11,Nîmes,9,2,3,2,10,9,22,1998,7,ligue_2
12,Nice,9,1,6,0,7,6,22,1998,7,ligue_2
13,Red Star,9,2,3,2,7,8,22,1998,7,ligue_2
14,Niort,9,2,3,2,6,7,22,1998,7,ligue_2
15,FC Mulhouse,8,2,2,3,10,10,22,1998,7,ligue_2
16,Le Mans,8,2,2,3,6,7,22,1998,7,ligue_2
17,Louhans Cuiseaux,8,2,2,3,6,8,22,1998,7,ligue_2
18,FC Martigues,8,2,2,3,9,16,22,1998,7,ligue_2
19,FC Gueugnon,6,1,3,3,6,8,22,1998,7,ligue_2
20,ES Wasquehal,6,2,0,5,8,20,22,1998,7,ligue_2
21,Saint-Étienne,4,0,4,3,4,9,22,1998,7,ligue_2
22,Sporting Toulon,4,1,1,5,5,12,22,1998,7,ligue_2
1,Lorient,18,5,3,0,15,5,22,1998,8,ligue_2
2,Troyes,17,5,2,1,15,7,22,1998,8,ligue_2
3,Amiens SC,14,3,5,0,10,4,22,1998,8,ligue_2
4,Nancy,14,4,2,2,16,11,22,1998,8,ligue_2
5,Lille,13,3,4,1,14,8,22,1998,8,ligue_2
6,Sochaux,13,4,1,3,10,8,22,1998,8,ligue_2
7,Red Star,12,3,3,2,9,9,22,1998,8,ligue_2
8,Valence,12,3,3,2,9,9,22,1998,8,ligue_2
9,Caen,11,3,2,3,16,12,22,1998,8,ligue_2
10,Beauvais Oise,10,2,4,2,13,12,22,1998,8,ligue_2
11,Nice,10,1,7,0,8,7,22,1998,8,ligue_2
12,Niort,10,2,4,2,6,7,22,1998,8,ligue_2
13,Stade Lavallois,10,3,1,4,7,9,22,1998,8,ligue_2
14,FC Gueugnon,9,2,3,3,9,8,22,1998,8,ligue_2
15,FC Mulhouse,9,2,3,3,10,10,22,1998,8,ligue_2
16,Nîmes,9,2,3,3,10,11,22,1998,8,ligue_2
17,Le Mans,8,2,2,4,7,9,22,1998,8,ligue_2
18,Louhans Cuiseaux,8,2,2,4,7,11,22,1998,8,ligue_2
19,FC Martigues,8,2,2,4,9,19,22,1998,8,ligue_2
20,ES Wasquehal,7,2,1,5,9,21,22,1998,8,ligue_2
21,Saint-Étienne,5,0,5,3,5,10,22,1998,8,ligue_2
22,Sporting Toulon,5,1,2,5,6,13,22,1998,8,ligue_2
1,Lorient,19,5,4,0,17,7,22,1998,9,ligue_2
2,Troyes,18,5,3,1,16,8,22,1998,9,ligue_2
3,Lille,16,4,4,1,15,8,22,1998,9,ligue_2
4,Nancy,15,4,3,2,16,11,22,1998,9,ligue_2
5,Valence,15,4,3,2,11,10,22,1998,9,ligue_2
6,Amiens SC,14,3,5,1,12,7,22,1998,9,ligue_2
7,Sochaux,14,4,2,3,11,9,22,1998,9,ligue_2
8,Nice,13,2,7,0,9,7,22,1998,9,ligue_2
9,Red Star,13,3,4,2,10,10,22,1998,9,ligue_2
10,Stade Lavallois,13,4,1,4,9,10,22,1998,9,ligue_2
11,FC Gueugnon,12,3,3,3,10,8,22,1998,9,ligue_2
12,Caen,11,3,2,4,17,14,22,1998,9,ligue_2
13,Beauvais Oise,11,2,5,2,13,12,22,1998,9,ligue_2
14,FC Martigues,11,3,2,4,12,21,22,1998,9,ligue_2
15,Niort,10,2,4,3,7,9,22,1998,9,ligue_2
16,FC Mulhouse,9,2,3,4,10,11,22,1998,9,ligue_2
17,Nîmes,9,2,3,4,11,13,22,1998,9,ligue_2
18,Le Mans,9,2,3,4,9,11,22,1998,9,ligue_2
19,Louhans Cuiseaux,9,2,3,4,8,12,22,1998,9,ligue_2
20,Sporting Toulon,8,2,2,5,8,14,22,1998,9,ligue_2
21,ES Wasquehal,7,2,1,6,9,22,22,1998,9,ligue_2
22,Saint-Étienne,5,0,5,4,5,11,22,1998,9,ligue_2
1,Lorient,22,6,4,0,22,9,22,1998,10,ligue_2
2,Troyes,19,5,4,1,16,8,22,1998,10,ligue_2
3,Nancy,18,5,3,2,18,11,22,1998,10,ligue_2
4,Valence,18,5,3,2,12,10,22,1998,10,ligue_2
5,Lille,17,4,5,1,15,8,22,1998,10,ligue_2
6,Amiens SC,15,3,6,1,12,7,22,1998,10,ligue_2
7,FC Gueugnon,15,4,3,3,11,8,22,1998,10,ligue_2
8,Sochaux,15,4,3,3,11,9,22,1998,10,ligue_2
9,Nice,14,2,8,0,9,7,22,1998,10,ligue_2
10,Stade Lavallois,14,4,2,4,10,11,22,1998,10,ligue_2
11,Red Star,13,3,4,3,12,15,22,1998,10,ligue_2
12,Caen,12,3,3,4,17,14,22,1998,10,ligue_2
13,FC Mulhouse,12,3,3,4,14,12,22,1998,10,ligue_2
14,Beauvais Oise,12,2,6,2,13,12,22,1998,10,ligue_2
15,Niort,11,2,5,3,7,9,22,1998,10,ligue_2
16,FC Martigues,11,3,2,5,13,25,22,1998,10,ligue_2
17,ES Wasquehal,10,3,1,6,11,23,22,1998,10,ligue_2
18,Nîmes,9,2,3,5,11,14,22,1998,10,ligue_2
19,Le Mans,9,2,3,5,9,12,22,1998,10,ligue_2
20,Louhans Cuiseaux,9,2,3,5,9,14,22,1998,10,ligue_2
21,Sporting Toulon,9,2,3,5,9,15,22,1998,10,ligue_2
22,Saint-Étienne,5,0,5,5,5,13,22,1998,10,ligue_2
1,Lorient,22,6,4,1,22,10,22,1998,11,ligue_2
2,Troyes,22,6,4,1,20,9,22,1998,11,ligue_2
3,Nancy,21,6,3,2,21,13,22,1998,11,ligue_2
4,Sochaux,19,5,4,3,13,10,22,1998,11,ligue_2
5,Valence,19,5,4,2,13,11,22,1998,11,ligue_2
6,FC Gueugnon,18,5,3,3,14,10,22,1998,11,ligue_2
7,Lille,17,4,5,2,17,11,22,1998,11,ligue_2
8,Caen,15,4,3,4,19,14,22,1998,11,ligue_2
9,Amiens SC,15,3,6,2,12,8,22,1998,11,ligue_2
10,Beauvais Oise,15,3,6,2,14,12,22,1998,11,ligue_2
11,Nice,14,2,8,0,9,7,22,1998,11,ligue_2
12,Stade Lavallois,14,4,2,4,10,11,22,1998,11,ligue_2
13,Red Star,14,3,5,3,13,16,22,1998,11,ligue_2
14,FC Mulhouse,13,3,4,4,16,14,22,1998,11,ligue_2
15,Nîmes,12,3,3,5,12,14,22,1998,11,ligue_2
16,Niort,12,2,6,3,8,10,22,1998,11,ligue_2
17,Sporting Toulon,11,2,5,5,10,16,22,1998,11,ligue_2
18,FC Martigues,11,3,2,6,14,29,22,1998,11,ligue_2
19,ES Wasquehal,10,3,1,7,12,25,22,1998,11,ligue_2
20,Le Mans,9,2,3,6,11,15,22,1998,11,ligue_2
21,Louhans Cuiseaux,9,2,3,6,9,16,22,1998,11,ligue_2
22,Saint-Étienne,6,0,6,5,7,15,22,1998,11,ligue_2
1,Troyes,23,6,5,1,21,10,22,1998,12,ligue_2
2,Lorient,22,6,4,2,24,13,22,1998,12,ligue_2
3,Nancy,22,6,4,2,21,13,22,1998,12,ligue_2
4,Valence,22,6,4,2,16,13,22,1998,12,ligue_2
5,FC Gueugnon,21,6,3,3,18,10,22,1998,12,ligue_2
6,FC Mulhouse,19,5,4,4,20,16,22,1998,12,ligue_2
7,Sochaux,19,5,4,3,13,10,22,1998,12,ligue_2
8,Lille,18,4,6,2,18,12,22,1998,12,ligue_2
9,Amiens SC,18,4,6,2,14,8,22,1998,12,ligue_2
10,Beauvais Oise,18,4,6,2,15,12,22,1998,12,ligue_2
11,Stade Lavallois,17,5,2,4,13,11,22,1998,12,ligue_2
12,Caen,15,4,3,5,19,15,22,1998,12,ligue_2
13,Niort,15,3,6,3,12,12,22,1998,12,ligue_2
14,Nice,14,2,8,1,11,11,22,1998,12,ligue_2
15,Red Star,14,3,5,4,13,20,22,1998,12,ligue_2
16,ES Wasquehal,13,4,1,7,14,26,22,1998,12,ligue_2
17,Nîmes,12,3,3,6,14,17,22,1998,12,ligue_2
18,FC Martigues,12,3,3,6,14,29,22,1998,12,ligue_2
19,Sporting Toulon,11,2,5,5,10,16,22,1998,12,ligue_2
20,Le Mans,9,2,3,8,11,18,22,1998,12,ligue_2
21,Louhans Cuiseaux,9,2,3,7,9,19,22,1998,12,ligue_2
22,Saint-Étienne,6,0,6,6,8,17,22,1998,12,ligue_2
1,Lorient,25,7,4,2,27,13,22,1998,13,ligue_2
2,Nancy,25,7,4,2,24,13,22,1998,13,ligue_2
3,Troyes,23,6,5,2,21,14,22,1998,13,ligue_2
4,Valence,23,6,5,2,17,14,22,1998,13,ligue_2
5,Sochaux,22,6,4,3,17,10,22,1998,13,ligue_2
6,FC Gueugnon,21,6,3,4,18,13,22,1998,13,ligue_2
7,Lille,19,4,7,2,19,13,22,1998,13,ligue_2
8,FC Mulhouse,19,5,4,4,20,16,22,1998,13,ligue_2
9,Beauvais Oise,19,4,7,2,16,13,22,1998,13,ligue_2
10,Amiens SC,18,4,6,3,14,10,22,1998,13,ligue_2
11,Stade Lavallois,18,5,3,4,14,12,22,1998,13,ligue_2
12,Red Star,17,4,5,4,15,20,22,1998,13,ligue_2
13,ES Wasquehal,16,5,1,7,17,27,22,1998,13,ligue_2
14,Caen,15,4,3,6,19,18,22,1998,13,ligue_2
15,Nice,15,2,9,1,12,12,22,1998,13,ligue_2
16,Niort,15,3,6,4,12,13,22,1998,13,ligue_2
17,Sporting Toulon,15,3,6,5,13,17,22,1998,13,ligue_2
18,Nîmes,12,3,3,7,14,20,22,1998,13,ligue_2
19,Louhans Cuiseaux,12,3,3,8,10,21,22,1998,13,ligue_2
20,FC Martigues,12,3,3,7,15,32,22,1998,13,ligue_2
21,Saint-Étienne,9,1,6,6,11,17,22,1998,13,ligue_2
22,Le Mans,9,2,3,8,11,18,22,1998,13,ligue_2
1,Nancy,31,9,4,2,27,13,22,1998,14,ligue_2
2,Lorient,25,7,4,3,27,16,22,1998,14,ligue_2
3,Troyes,24,6,6,2,21,14,22,1998,14,ligue_2
4,FC Gueugnon,24,7,3,4,19,13,22,1998,14,ligue_2
5,Valence,23,6,5,3,17,15,22,1998,14,ligue_2
6,FC Mulhouse,22,6,4,4,22,17,22,1998,14,ligue_2
7,Sochaux,22,6,4,4,17,12,22,1998,14,ligue_2
8,Amiens SC,21,5,6,3,17,10,22,1998,14,ligue_2
9,Stade Lavallois,21,6,3,4,18,13,22,1998,14,ligue_2
10,Lille,20,4,8,2,20,14,22,1998,14,ligue_2
11,Beauvais Oise,20,4,8,2,17,14,22,1998,14,ligue_2
12,Caen,18,5,3,6,24,18,22,1998,14,ligue_2
13,Nice,18,3,9,1,15,12,22,1998,14,ligue_2
14,Red Star,17,4,5,6,16,23,22,1998,14,ligue_2
15,ES Wasquehal,17,5,2,7,18,28,22,1998,14,ligue_2
16,Niort,16,3,7,4,13,14,22,1998,14,ligue_2
17,Sporting Toulon,15,3,6,5,13,17,22,1998,14,ligue_2
18,Nîmes,12,3,3,8,14,23,22,1998,14,ligue_2
19,Louhans Cuiseaux,12,3,3,8,10,21,22,1998,14,ligue_2
20,FC Martigues,12,3,3,8,15,37,22,1998,14,ligue_2
21,Le Mans,10,2,4,8,11,18,22,1998,14,ligue_2
22,Saint-Étienne,9,1,6,7,12,21,22,1998,14,ligue_2
1,Nancy,31,9,4,2,27,13,22,1998,15,ligue_2
2,Valence,27,7,6,3,21,16,22,1998,15,ligue_2
3,Lorient,26,7,5,3,28,17,22,1998,15,ligue_2
4,Troyes,25,6,7,2,22,15,22,1998,15,ligue_2
5,Sochaux,25,7,4,4,19,12,22,1998,15,ligue_2
6,FC Mulhouse,24,6,6,4,24,19,22,1998,15,ligue_2
7,FC Gueugnon,24,7,3,5,19,15,22,1998,15,ligue_2
8,Lille,23,5,8,2,23,14,22,1998,15,ligue_2
9,Beauvais Oise,23,5,8,2,20,16,22,1998,15,ligue_2
10,Stade Lavallois,21,6,3,5,20,16,22,1998,15,ligue_2
11,Amiens SC,21,5,6,4,17,13,22,1998,15,ligue_2
12,Nice,21,4,9,1,16,12,22,1998,15,ligue_2
13,Caen,18,5,3,7,24,21,22,1998,15,ligue_2
14,Red Star,17,4,5,6,16,23,22,1998,15,ligue_2
15,ES Wasquehal,17,5,2,8,18,29,22,1998,15,ligue_2
16,Niort,16,3,7,4,13,14,22,1998,15,ligue_2
17,Sporting Toulon,15,3,6,7,15,22,22,1998,15,ligue_2
18,FC Martigues,15,4,3,8,18,39,22,1998,15,ligue_2
19,Le Mans,13,3,4,8,12,18,22,1998,15,ligue_2
20,Nîmes,13,3,4,8,15,24,22,1998,15,ligue_2
21,Saint-Étienne,12,2,6,7,14,21,22,1998,15,ligue_2
22,Louhans Cuiseaux,12,3,3,9,10,22,22,1998,15,ligue_2
1,Nancy,34,10,4,2,29,13,22,1998,16,ligue_2
2,Lorient,29,8,5,4,31,19,22,1998,16,ligue_2
3,Sochaux,28,8,4,4,20,12,22,1998,16,ligue_2
4,Troyes,28,7,7,3,24,18,22,1998,16,ligue_2
5,Valence,27,7,6,3,21,16,22,1998,16,ligue_2
6,Lille,26,6,8,2,25,15,22,1998,16,ligue_2
7,Nice,24,5,9,1,18,12,22,1998,16,ligue_2
8,FC Mulhouse,24,6,6,4,24,19,22,1998,16,ligue_2
9,Amiens SC,24,6,6,4,19,14,22,1998,16,ligue_2
10,FC Gueugnon,24,7,3,6,20,17,22,1998,16,ligue_2
11,Beauvais Oise,23,5,8,3,20,18,22,1998,16,ligue_2
12,Stade Lavallois,21,6,3,6,21,18,22,1998,16,ligue_2
13,Caen,19,5,4,7,24,21,22,1998,16,ligue_2
14,Red Star,18,4,6,7,17,26,22,1998,16,ligue_2
15,ES Wasquehal,18,5,3,9,19,31,22,1998,16,ligue_2
16,Niort,17,3,8,4,13,14,22,1998,16,ligue_2
17,Nîmes,16,4,4,8,16,24,22,1998,16,ligue_2
18,FC Martigues,16,4,4,8,18,39,22,1998,16,ligue_2
19,Sporting Toulon,15,3,6,7,15,22,22,1998,16,ligue_2
20,Le Mans,14,3,5,8,12,18,22,1998,16,ligue_2
21,Saint-Étienne,12,2,6,7,14,21,22,1998,16,ligue_2
22,Louhans Cuiseaux,12,3,3,10,10,23,22,1998,16,ligue_2
1,Nancy,35,10,5,2,30,14,22,1998,17,ligue_2
2,Sochaux,31,9,4,4,23,13,22,1998,17,ligue_2
3,Lorient,29,8,5,4,31,19,22,1998,17,ligue_2
4,Lille,29,7,8,3,28,16,22,1998,17,ligue_2
5,Troyes,28,7,7,3,24,18,22,1998,17,ligue_2
6,Valence,28,7,7,3,22,17,22,1998,17,ligue_2
7,FC Mulhouse,27,7,6,5,28,20,22,1998,17,ligue_2
8,FC Gueugnon,27,8,3,6,21,17,22,1998,17,ligue_2
9,Beauvais Oise,26,6,8,3,21,18,22,1998,17,ligue_2
10,Stade Lavallois,24,7,3,6,23,18,22,1998,17,ligue_2
11,Nice,24,5,9,2,20,15,22,1998,17,ligue_2
12,Amiens SC,24,6,6,6,20,21,22,1998,17,ligue_2
13,Caen,19,5,4,8,25,24,22,1998,17,ligue_2
14,Nîmes,19,5,4,8,19,25,22,1998,17,ligue_2
15,FC Martigues,19,5,4,8,20,40,22,1998,17,ligue_2
16,Sporting Toulon,18,4,6,8,17,24,22,1998,17,ligue_2
17,Red Star,18,4,6,7,17,26,22,1998,17,ligue_2
18,ES Wasquehal,18,5,3,9,19,31,22,1998,17,ligue_2
19,Niort,17,3,8,5,13,17,22,1998,17,ligue_2
20,Saint-Étienne,15,3,6,7,17,23,22,1998,17,ligue_2
21,Le Mans,14,3,5,9,12,20,22,1998,17,ligue_2
22,Louhans Cuiseaux,12,3,3,11,10,24,22,1998,17,ligue_2
1,Nancy,38,11,5,2,33,14,22,1998,18,ligue_2
2,Lorient,32,9,5,4,33,20,22,1998,18,ligue_2
3,Sochaux,32,9,5,4,24,14,22,1998,18,ligue_2
4,Lille,29,7,8,3,28,16,22,1998,18,ligue_2
5,Troyes,29,7,8,3,26,20,22,1998,18,ligue_2
6,Valence,29,7,8,3,24,19,22,1998,18,ligue_2
7,FC Mulhouse,27,7,6,5,28,20,22,1998,18,ligue_2
8,Stade Lavallois,27,8,3,7,25,20,22,1998,18,ligue_2
9,Beauvais Oise,27,6,9,3,22,19,22,1998,18,ligue_2
10,FC Gueugnon,27,8,3,7,21,20,22,1998,18,ligue_2
11,Nice,25,5,10,2,21,16,22,1998,18,ligue_2
12,Amiens SC,24,6,6,6,20,21,22,1998,18,ligue_2
13,Red Star,22,5,7,7,19,27,22,1998,18,ligue_2
14,Caen,20,5,5,8,26,25,22,1998,18,ligue_2
15,Niort,20,4,8,6,18,21,22,1998,18,ligue_2
16,FC Martigues,20,5,5,8,21,41,22,1998,18,ligue_2
17,Saint-Étienne,19,4,7,7,21,25,22,1998,18,ligue_2
18,Nîmes,19,5,4,9,20,27,22,1998,18,ligue_2
19,Sporting Toulon,18,4,6,8,17,24,22,1998,18,ligue_2
20,ES Wasquehal,18,5,3,10,20,33,22,1998,18,ligue_2
21,Le Mans,14,3,5,10,12,23,22,1998,18,ligue_2
22,Louhans Cuiseaux,13,3,4,11,10,24,22,1998,18,ligue_2
1,Nancy,39,11,6,2,34,15,22,1998,19,ligue_2
2,Lorient,35,10,5,4,36,20,22,1998,19,ligue_2
3,Sochaux,35,10,5,4,27,14,22,1998,19,ligue_2
4,Lille,32,8,8,3,30,16,22,1998,19,ligue_2
5,Troyes,32,8,8,3,27,20,22,1998,19,ligue_2
6,Valence,32,8,8,3,26,20,22,1998,19,ligue_2
7,Nice,28,6,10,3,22,18,22,1998,19,ligue_2
8,Beauvais Oise,28,6,10,3,23,20,22,1998,19,ligue_2
9,FC Mulhouse,27,7,6,6,28,23,22,1998,19,ligue_2
10,Stade Lavallois,27,8,3,8,25,21,22,1998,19,ligue_2
11,FC Gueugnon,27,8,3,8,21,21,22,1998,19,ligue_2
12,Amiens SC,25,6,7,6,21,22,22,1998,19,ligue_2
13,FC Martigues,23,6,5,8,24,42,22,1998,19,ligue_2
14,Red Star,22,5,7,7,19,27,22,1998,19,ligue_2
15,Niort,21,4,9,6,19,22,22,1998,19,ligue_2
16,Caen,20,5,5,9,26,28,22,1998,19,ligue_2
17,Saint-Étienne,20,4,8,7,22,26,22,1998,19,ligue_2
