Position,Team,Points,Win,Draw,Lose,Goals_For,Goals_Against,Number_Teams,Season,Round,League
9,Lorient,3,1,0,1,3,3,20,2007,2,ligue_1
10,Lens,3,1,0,1,1,4,20,2007,2,ligue_1
11,Auxerre,2,0,2,0,2,2,20,2007,2,ligue_1
12,Valenciennes,2,0,2,0,1,1,20,2007,2,ligue_1
13,Troyes,1,0,1,1,2,3,20,2007,2,ligue_1
14,PSG,1,0,1,1,2,3,20,2007,2,ligue_1
15,Nice,1,0,1,1,1,2,20,2007,2,ligue_1
16,Nantes,1,0,1,1,2,4,20,2007,2,ligue_1
17,Sedan,1,0,1,1,1,3,20,2007,2,ligue_1
18,Toulouse,1,0,1,1,1,3,20,2007,2,ligue_1
19,Monaco,0,0,0,2,1,3,20,2007,2,ligue_1
20,Stade Rennais,0,0,0,2,1,4,20,2007,2,ligue_1
1,Olympique,7,2,1,0,5,0,20,2007,3,ligue_1
2,Olympique Lyonnais,7,2,1,0,6,3,20,2007,3,ligue_1
3,Le Mans,7,2,1,0,6,4,20,2007,3,ligue_1
4,Lille,6,2,0,1,6,2,20,2007,3,ligue_1
5,Nancy,6,2,0,1,4,2,20,2007,3,ligue_1
6,Girondins Bordeaux,6,2,0,1,4,2,20,2007,3,ligue_1
7,Saint-Étienne,6,2,0,1,4,3,20,2007,3,ligue_1
8,Sochaux,5,1,2,0,4,3,20,2007,3,ligue_1
9,Lorient,4,1,1,1,4,4,20,2007,3,ligue_1
10,PSG,4,1,1,1,3,3,20,2007,3,ligue_1
11,Toulouse,4,1,1,1,2,3,20,2007,3,ligue_1
12,Lens,4,1,1,1,2,5,20,2007,3,ligue_1
13,Troyes,2,0,2,1,3,4,20,2007,3,ligue_1
14,Valenciennes,2,0,2,1,3,4,20,2007,3,ligue_1
15,Nantes,2,0,2,1,3,5,20,2007,3,ligue_1
16,Sedan,2,0,2,1,2,4,20,2007,3,ligue_1
17,Auxerre,2,0,2,1,2,5,20,2007,3,ligue_1
18,Monaco,1,0,1,2,2,4,20,2007,3,ligue_1
19,Nice,1,0,1,2,1,3,20,2007,3,ligue_1
20,Stade Rennais,1,0,1,2,2,5,20,2007,3,ligue_1
1,Olympique,10,3,1,0,7,0,20,2007,4,ligue_1
2,Olympique Lyonnais,10,3,1,0,10,4,20,2007,4,ligue_1
3,Lille,9,3,0,1,9,2,20,2007,4,ligue_1
4,Nancy,9,3,0,1,5,2,20,2007,4,ligue_1
5,Saint-Étienne,9,3,0,1,7,5,20,2007,4,ligue_1
6,Sochaux,8,2,2,0,7,5,20,2007,4,ligue_1
7,Lorient,7,2,1,1,7,5,20,2007,4,ligue_1
8,Le Mans,7,2,1,1,6,6,20,2007,4,ligue_1
9,Toulouse,7,2,1,1,4,4,20,2007,4,ligue_1
10,Girondins Bordeaux,6,2,0,2,4,5,20,2007,4,ligue_1
11,Valenciennes,5,1,2,1,6,5,20,2007,4,ligue_1
12,PSG,4,1,1,2,5,6,20,2007,4,ligue_1
13,Monaco,4,1,1,2,4,5,20,2007,4,ligue_1
14,Lens,4,1,1,2,4,8,20,2007,4,ligue_1
15,Troyes,2,0,2,2,4,6,20,2007,4,ligue_1
16,Sedan,2,0,2,2,3,6,20,2007,4,ligue_1
17,Nantes,2,0,2,2,4,8,20,2007,4,ligue_1
18,Auxerre,2,0,2,2,2,6,20,2007,4,ligue_1
19,Stade Rennais,1,0,1,3,3,8,20,2007,4,ligue_1
20,Nice,1,0,1,3,2,7,20,2007,4,ligue_1
1,Olympique,13,4,1,0,10,1,20,2007,5,ligue_1
2,Olympique Lyonnais,13,4,1,0,12,4,20,2007,5,ligue_1
3,Lille,10,3,1,1,10,3,20,2007,5,ligue_1
4,Nancy,10,3,1,1,7,4,20,2007,5,ligue_1
5,Saint-Étienne,10,3,1,1,9,7,20,2007,5,ligue_1
6,Girondins Bordeaux,9,3,0,2,7,7,20,2007,5,ligue_1
7,Lorient,8,2,2,1,8,6,20,2007,5,ligue_1
8,Sochaux,8,2,2,1,8,7,20,2007,5,ligue_1
9,Le Mans,8,2,2,1,7,7,20,2007,5,ligue_1
10,Toulouse,8,2,2,1,6,6,20,2007,5,ligue_1
11,Lens,7,2,1,2,7,8,20,2007,5,ligue_1
12,Valenciennes,5,1,2,2,6,8,20,2007,5,ligue_1
13,Auxerre,5,1,2,2,4,7,20,2007,5,ligue_1
14,Monaco,4,1,1,3,5,7,20,2007,5,ligue_1
15,PSG,4,1,1,3,6,9,20,2007,5,ligue_1
16,Stade Rennais,4,1,1,3,5,9,20,2007,5,ligue_1
17,Sedan,3,0,3,2,5,8,20,2007,5,ligue_1
18,Nantes,3,0,3,2,5,9,20,2007,5,ligue_1
19,Troyes,2,0,2,3,4,8,20,2007,5,ligue_1
20,Nice,1,0,1,4,4,10,20,2007,5,ligue_1
1,Olympique Lyonnais,16,5,1,0,15,5,20,2007,6,ligue_1
2,Olympique,16,5,1,0,12,2,20,2007,6,ligue_1
3,Nancy,11,3,2,1,7,4,20,2007,6,ligue_1
4,Toulouse,11,3,2,1,9,7,20,2007,6,ligue_1
5,Le Mans,11,3,2,1,9,8,20,2007,6,ligue_1
6,Lille,10,3,1,2,11,6,20,2007,6,ligue_1
7,Lens,10,3,1,2,10,8,20,2007,6,ligue_1
8,Saint-Étienne,10,3,1,2,11,10,20,2007,6,ligue_1
9,Girondins Bordeaux,9,3,0,3,8,9,20,2007,6,ligue_1
10,Lorient,8,2,2,2,9,9,20,2007,6,ligue_1
11,Valenciennes,8,2,2,2,7,8,20,2007,6,ligue_1
12,Sochaux,8,2,2,2,8,10,20,2007,6,ligue_1
13,Auxerre,8,2,2,2,7,9,20,2007,6,ligue_1
14,PSG,7,2,1,3,8,10,20,2007,6,ligue_1
15,Troyes,5,1,2,3,6,8,20,2007,6,ligue_1
16,Stade Rennais,5,1,2,3,5,9,20,2007,6,ligue_1
17,Monaco,4,1,1,4,6,9,20,2007,6,ligue_1
18,Sedan,3,0,3,3,6,10,20,2007,6,ligue_1
19,Nantes,3,0,3,3,5,10,20,2007,6,ligue_1
20,Nice,1,0,1,5,4,12,20,2007,6,ligue_1
1,Olympique Lyonnais,19,6,1,0,19,6,20,2007,7,ligue_1
2,Olympique,16,5,1,1,13,4,20,2007,7,ligue_1
3,Lens,13,4,1,2,11,8,20,2007,7,ligue_1
4,Nancy,12,3,3,1,7,4,20,2007,7,ligue_1
5,Toulouse,12,3,3,1,9,7,20,2007,7,ligue_1
6,Le Mans,12,3,3,1,11,10,20,2007,7,ligue_1
7,Girondins Bordeaux,12,4,0,3,10,10,20,2007,7,ligue_1
8,Saint-Étienne,11,3,2,2,11,10,20,2007,7,ligue_1
9,Lille,10,3,1,3,12,10,20,2007,7,ligue_1
10,Lorient,9,2,3,2,9,9,20,2007,7,ligue_1
11,Sochaux,9,2,3,2,10,12,20,2007,7,ligue_1
12,Auxerre,9,2,3,2,9,11,20,2007,7,ligue_1
13,PSG,8,2,2,3,8,10,20,2007,7,ligue_1
14,Valenciennes,8,2,2,3,7,10,20,2007,7,ligue_1
15,Nantes,6,1,3,3,7,11,20,2007,7,ligue_1
16,Stade Rennais,6,1,3,3,5,9,20,2007,7,ligue_1
17,Troyes,5,1,2,4,7,10,20,2007,7,ligue_1
18,Sedan,4,0,4,3,8,12,20,2007,7,ligue_1
19,Monaco,4,1,1,5,6,10,20,2007,7,ligue_1
20,Nice,4,1,1,5,6,12,20,2007,7,ligue_1
1,Olympique Lyonnais,22,7,1,0,20,6,20,2007,8,ligue_1
2,Olympique,19,6,1,1,16,4,20,2007,8,ligue_1
3,Nancy,15,4,3,1,9,5,20,2007,8,ligue_1
4,Saint-Étienne,14,4,2,2,12,10,20,2007,8,ligue_1
5,Lille,13,4,1,3,13,10,20,2007,8,ligue_1
6,Lens,13,4,1,3,12,10,20,2007,8,ligue_1
7,Le Mans,12,3,3,2,12,12,20,2007,8,ligue_1
8,Auxerre,12,3,3,2,10,11,20,2007,8,ligue_1
9,Toulouse,12,3,3,2,9,10,20,2007,8,ligue_1
10,Girondins Bordeaux,12,4,0,4,10,12,20,2007,8,ligue_1
11,Valenciennes,11,3,2,3,9,10,20,2007,8,ligue_1
12,Lorient,10,2,4,2,9,9,20,2007,8,ligue_1
13,Sochaux,9,2,3,3,10,13,20,2007,8,ligue_1
14,PSG,8,2,2,4,8,11,20,2007,8,ligue_1
15,Sedan,7,1,4,3,9,12,20,2007,8,ligue_1
16,Monaco,7,2,1,5,8,11,20,2007,8,ligue_1
17,Troyes,6,1,3,4,7,10,20,2007,8,ligue_1
18,Nantes,6,1,3,4,7,12,20,2007,8,ligue_1
19,Stade Rennais,6,1,3,4,5,10,20,2007,8,ligue_1
20,Nice,4,1,1,6,6,13,20,2007,8,ligue_1
1,Olympique Lyonnais,25,8,1,0,22,7,20,2007,9,ligue_1
2,Olympique,20,6,2,1,17,5,20,2007,9,ligue_1
3,Nancy,16,4,4,1,9,5,20,2007,9,ligue_1
4,Toulouse,15,4,3,2,12,10,20,2007,9,ligue_1
5,Girondins Bordeaux,15,5,0,4,11,12,20,2007,9,ligue_1
6,Lille,14,4,2,3,14,11,20,2007,9,ligue_1
7,Lens,14,4,2,3,13,11,20,2007,9,ligue_1
8,Saint-Étienne,14,4,2,3,13,12,20,2007,9,ligue_1
9,Le Mans,13,3,4,2,12,12,20,2007,9,ligue_1
10,Sochaux,12,3,3,3,12,13,20,2007,9,ligue_1
11,Auxerre,12,3,3,3,11,14,20,2007,9,ligue_1
12,PSG,11,3,2,4,12,13,20,2007,9,ligue_1
13,Valenciennes,11,3,2,4,9,13,20,2007,9,ligue_1
14,Lorient,10,2,4,3,9,12,20,2007,9,ligue_1
15,Stade Rennais,9,2,3,4,8,11,20,2007,9,ligue_1
16,Troyes,7,1,4,4,8,11,20,2007,9,ligue_1
17,Nice,7,2,1,6,9,13,20,2007,9,ligue_1
18,Monaco,7,2,1,6,8,12,20,2007,9,ligue_1
19,Sedan,7,1,4,4,11,16,20,2007,9,ligue_1
20,Nantes,6,1,3,5,7,14,20,2007,9,ligue_1
1,Olympique Lyonnais,28,9,1,0,26,8,20,2007,10,ligue_1
2,Olympique,20,6,2,2,18,9,20,2007,10,ligue_1
3,Nancy,19,5,4,1,10,5,20,2007,10,ligue_1
4,Toulouse,18,5,3,2,15,11,20,2007,10,ligue_1
5,Lille,17,5,2,3,15,11,20,2007,10,ligue_1
6,Saint-Étienne,17,5,2,3,15,12,20,2007,10,ligue_1
7,Lens,15,4,3,3,15,13,20,2007,10,ligue_1
8,Sochaux,15,4,3,3,14,14,20,2007,10,ligue_1
9,Girondins Bordeaux,15,5,0,5,12,14,20,2007,10,ligue_1
10,Valenciennes,14,4,2,4,12,14,20,2007,10,ligue_1
11,Le Mans,13,3,4,3,12,14,20,2007,10,ligue_1
12,Auxerre,13,3,4,3,11,14,20,2007,10,ligue_1
13,PSG,12,3,3,4,12,13,20,2007,10,ligue_1
14,Stade Rennais,12,3,3,4,9,11,20,2007,10,ligue_1
15,Lorient,10,2,4,4,9,13,20,2007,10,ligue_1
16,Sedan,8,1,5,4,13,18,20,2007,10,ligue_1
17,Nice,7,2,1,7,9,14,20,2007,10,ligue_1
18,Troyes,7,1,4,5,9,14,20,2007,10,ligue_1
19,Monaco,7,2,1,7,9,15,20,2007,10,ligue_1
20,Nantes,6,1,3,6,7,15,20,2007,10,ligue_1
1,Olympique Lyonnais,31,10,1,0,27,8,20,2007,11,ligue_1
2,Olympique,20,6,2,3,19,11,20,2007,11,ligue_1
3,Nancy,19,5,4,2,10,6,20,2007,11,ligue_1
4,Lille,18,5,3,3,16,12,20,2007,11,ligue_1
5,Lens,18,5,3,3,16,13,20,2007,11,ligue_1
6,Toulouse,18,5,3,3,16,13,20,2007,11,ligue_1
7,Sochaux,18,5,3,3,16,15,20,2007,11,ligue_1
8,Girondins Bordeaux,18,6,0,5,15,15,20,2007,11,ligue_1
9,Saint-Étienne,17,5,2,4,16,15,20,2007,11,ligue_1
10,PSG,15,4,3,4,13,13,20,2007,11,ligue_1
11,Le Mans,14,3,5,3,13,15,20,2007,11,ligue_1
12,Valenciennes,14,4,2,5,12,15,20,2007,11,ligue_1
13,Lorient,13,3,4,4,10,13,20,2007,11,ligue_1
14,Auxerre,13,3,4,4,11,15,20,2007,11,ligue_1
15,Stade Rennais,12,3,3,5,9,12,20,2007,11,ligue_1
16,Troyes,10,2,4,5,12,15,20,2007,11,ligue_1
17,Nice,10,3,1,7,11,15,20,2007,11,ligue_1
18,Nantes,9,2,3,6,8,15,20,2007,11,ligue_1
19,Sedan,8,1,5,5,14,21,20,2007,11,ligue_1
20,Monaco,7,2,1,8,9,16,20,2007,11,ligue_1
1,Olympique Lyonnais,31,10,1,1,27,9,20,2007,12,ligue_1
2,Nancy,22,6,4,2,12,7,20,2007,12,ligue_1
3,Lille,21,6,3,3,19,12,20,2007,12,ligue_1
4,Lens,21,6,3,3,19,14,20,2007,12,ligue_1
5,Sochaux,21,6,3,3,17,15,20,2007,12,ligue_1
6,Olympique,20,6,2,4,19,12,20,2007,12,ligue_1
7,Saint-Étienne,20,6,2,4,19,15,20,2007,12,ligue_1
8,Toulouse,18,5,3,4,16,16,20,2007,12,ligue_1
9,Girondins Bordeaux,18,6,0,6,16,17,20,2007,12,ligue_1
10,Le Mans,17,4,5,3,16,17,20,2007,12,ligue_1
11,Lorient,16,4,4,4,11,13,20,2007,12,ligue_1
12,PSG,15,4,3,5,14,16,20,2007,12,ligue_1
13,Stade Rennais,15,4,3,5,10,12,20,2007,12,ligue_1
14,Valenciennes,14,4,2,6,12,18,20,2007,12,ligue_1
15,Auxerre,13,3,4,5,13,18,20,2007,12,ligue_1
16,Nice,11,3,2,7,11,15,20,2007,12,ligue_1
17,Troyes,10,2,4,6,12,16,20,2007,12,ligue_1
18,Nantes,10,2,4,6,9,16,20,2007,12,ligue_1
19,Sedan,9,1,6,5,15,22,20,2007,12,ligue_1
20,Monaco,8,2,2,8,9,16,20,2007,12,ligue_1
1,Olympique Lyonnais,34,11,1,1,29,10,20,2007,13,ligue_1
2,Lille,24,7,3,3,20,12,20,2007,13,ligue_1
3,Lens,22,6,4,3,19,14,20,2007,13,ligue_1
4,Nancy,22,6,4,3,12,9,20,2007,13,ligue_1
5,Sochaux,22,6,4,3,17,15,20,2007,13,ligue_1
6,Saint-Étienne,21,6,3,4,21,17,20,2007,13,ligue_1
7,Toulouse,21,6,3,4,19,17,20,2007,13,ligue_1
8,Olympique,20,6,2,5,19,13,20,2007,13,ligue_1
9,Lorient,19,5,4,4,13,13,20,2007,13,ligue_1
10,Girondins Bordeaux,19,6,1,6,16,17,20,2007,13,ligue_1
11,Le Mans,18,4,6,3,17,18,20,2007,13,ligue_1
12,PSG,16,4,4,5,15,17,20,2007,13,ligue_1
13,Stade Rennais,16,4,4,5,10,12,20,2007,13,ligue_1
14,Auxerre,14,3,5,5,13,18,20,2007,13,ligue_1
15,Valenciennes,14,4,2,7,13,20,20,2007,13,ligue_1
16,Nice,12,3,3,7,11,15,20,2007,13,ligue_1
17,Monaco,11,3,2,8,13,16,20,2007,13,ligue_1
18,Nantes,11,2,5,6,11,18,20,2007,13,ligue_1
19,Troyes,10,2,4,7,12,20,20,2007,13,ligue_1
20,Sedan,9,1,6,6,16,25,20,2007,13,ligue_1
1,Olympique Lyonnais,37,12,1,1,30,10,20,2007,14,ligue_1
2,Lille,25,7,4,3,20,12,20,2007,14,ligue_1
3,Lens,25,7,4,3,21,14,20,2007,14,ligue_1
4,Nancy,25,7,4,3,13,9,20,2007,14,ligue_1
5,Saint-Étienne,24,7,3,4,23,18,20,2007,14,ligue_1
6,Olympique,23,7,2,5,20,13,20,2007,14,ligue_1
7,Sochaux,23,6,5,3,17,15,20,2007,14,ligue_1
8,Girondins Bordeaux,22,7,1,6,18,17,20,2007,14,ligue_1
9,Toulouse,21,6,3,5,19,18,20,2007,14,ligue_1
10,Lorient,20,5,5,4,15,15,20,2007,14,ligue_1
11,Le Mans,19,4,7,3,18,19,20,2007,14,ligue_1
12,Stade Rennais,17,4,5,5,11,13,20,2007,14,ligue_1
13,Auxerre,17,4,5,5,14,18,20,2007,14,ligue_1
14,PSG,16,4,4,6,15,19,20,2007,14,ligue_1
15,Valenciennes,14,4,2,8,13,21,20,2007,14,ligue_1
16,Monaco,12,3,3,8,15,18,20,2007,14,ligue_1
17,Nice,12,3,3,8,12,17,20,2007,14,ligue_1
18,Nantes,11,2,5,7,11,20,20,2007,14,ligue_1
19,Troyes,10,2,4,8,12,21,20,2007,14,ligue_1
20,Sedan,9,1,6,7,16,26,20,2007,14,ligue_1
1,Olympique Lyonnais,40,13,1,1,31,10,20,2007,15,ligue_1
2,Lille,26,7,5,3,21,13,20,2007,15,ligue_1
3,Lens,26,7,5,3,22,15,20,2007,15,ligue_1
4,Sochaux,26,7,5,3,20,16,20,2007,15,ligue_1
5,Nancy,25,7,4,4,13,10,20,2007,15,ligue_1
6,Girondins Bordeaux,25,8,1,6,19,17,20,2007,15,ligue_1
7,Olympique,24,7,3,5,21,14,20,2007,15,ligue_1
8,Saint-Étienne,24,7,3,5,23,19,20,2007,15,ligue_1
9,Toulouse,24,7,3,5,20,18,20,2007,15,ligue_1
10,Le Mans,20,4,8,3,19,20,20,2007,15,ligue_1
11,Lorient,20,5,5,5,16,18,20,2007,15,ligue_1
12,Stade Rennais,17,4,5,6,11,14,20,2007,15,ligue_1
13,PSG,17,4,5,6,16,20,20,2007,15,ligue_1
14,Auxerre,17,4,5,6,14,19,20,2007,15,ligue_1
15,Valenciennes,17,5,2,8,14,21,20,2007,15,ligue_1
16,Monaco,13,3,4,8,16,19,20,2007,15,ligue_1
17,Nice,13,3,4,8,14,19,20,2007,15,ligue_1
18,Nantes,12,2,6,7,12,21,20,2007,15,ligue_1
19,Troyes,11,2,5,8,13,22,20,2007,15,ligue_1
20,Sedan,10,1,7,7,18,28,20,2007,15,ligue_1
1,Olympique Lyonnais,43,14,1,1,32,10,20,2007,16,ligue_1
2,Lens,29,8,5,3,25,15,20,2007,16,ligue_1
3,Lille,29,8,5,3,24,14,20,2007,16,ligue_1
4,Sochaux,29,8,5,3,21,16,20,2007,16,ligue_1
5,Saint-Étienne,27,8,3,5,25,19,20,2007,16,ligue_1
6,Toulouse,25,7,4,5,20,18,20,2007,16,ligue_1
7,Nancy,25,7,4,5,14,13,20,2007,16,ligue_1
8,Girondins Bordeaux,25,8,1,7,19,20,20,2007,16,ligue_1
9,Olympique,24,7,3,6,21,15,20,2007,16,ligue_1
10,Stade Rennais,20,5,5,6,13,14,20,2007,16,ligue_1
11,Le Mans,20,4,8,4,19,21,20,2007,16,ligue_1
12,Lorient,20,5,5,6,16,20,20,2007,16,ligue_1
13,PSG,18,4,6,6,16,20,20,2007,16,ligue_1
14,Auxerre,18,4,6,6,14,19,20,2007,16,ligue_1
15,Valenciennes,17,5,2,9,14,24,20,2007,16,ligue_1
16,Monaco,16,4,4,8,19,19,20,2007,16,ligue_1
17,Nice,14,3,5,8,14,19,20,2007,16,ligue_1
18,Troyes,14,3,5,8,15,23,20,2007,16,ligue_1
19,Nantes,12,2,6,8,12,23,20,2007,16,ligue_1
20,Sedan,10,1,7,8,19,30,20,2007,16,ligue_1
1,Olympique Lyonnais,46,15,1,1,35,11,20,2007,17,ligue_1
2,Lens,32,9,5,3,26,15,20,2007,17,ligue_1
3,Lille,30,8,6,3,26,16,20,2007,17,ligue_1
4,Sochaux,30,8,6,3,21,16,20,2007,17,ligue_1
5,Saint-Étienne,28,8,4,5,27,21,20,2007,17,ligue_1
6,Olympique,27,8,3,6,23,16,20,2007,17,ligue_1
7,Nancy,26,7,5,5,14,13,20,2007,17,ligue_1
8,Toulouse,25,7,4,6,20,19,20,2007,17,ligue_1
9,Girondins Bordeaux,25,8,1,8,20,22,20,2007,17,ligue_1
10,Stade Rennais,23,6,5,6,15,15,20,2007,17,ligue_1
11,Lorient,23,6,5,6,18,20,20,2007,17,ligue_1
12,Le Mans,21,4,9,4,19,21,20,2007,17,ligue_1
13,Auxerre,19,4,7,6,17,22,20,2007,17,ligue_1
14,PSG,18,4,6,7,17,23,20,2007,17,ligue_1
15,Valenciennes,18,5,3,9,14,24,20,2007,17,ligue_1
16,Monaco,16,4,4,9,20,21,20,2007,17,ligue_1
17,Nice,15,3,6,8,14,19,20,2007,17,ligue_1
18,Troyes,15,3,6,8,18,26,20,2007,17,ligue_1
19,Nantes,13,2,7,8,12,23,20,2007,17,ligue_1
20,Sedan,10,1,7,9,19,32,20,2007,17,ligue_1
1,Olympique Lyonnais,49,16,1,1,39,11,20,2007,18,ligue_1
2,Lens,32,9,5,4,26,19,20,2007,18,ligue_1
3,Saint-Étienne,31,9,4,5,30,21,20,2007,18,ligue_1
4,Lille,30,8,6,4,26,18,20,2007,18,ligue_1
5,Sochaux,30,8,6,4,21,19,20,2007,18,ligue_1
6,Nancy,29,8,5,5,16,13,20,2007,18,ligue_1
7,Olympique,27,8,3,7,23,18,20,2007,18,ligue_1
8,Girondins Bordeaux,26,8,2,8,20,22,20,2007,18,ligue_1
9,Toulouse,25,7,4,7,20,21,20,2007,18,ligue_1
10,Le Mans,24,5,9,4,21,21,20,2007,18,ligue_1
11,Stade Rennais,24,6,6,6,16,16,20,2007,18,ligue_1
12,Lorient,23,6,5,7,19,22,20,2007,18,ligue_1
13,Auxerre,22,5,7,6,19,23,20,2007,18,ligue_1
14,Monaco,19,5,4,9,23,21,20,2007,18,ligue_1
15,PSG,19,4,7,7,17,23,20,2007,18,ligue_1
16,Valenciennes,18,5,3,10,14,27,20,2007,18,ligue_1
17,Nice,16,3,7,8,14,19,20,2007,18,ligue_1
18,Troyes,16,3,7,8,19,27,20,2007,18,ligue_1
19,Nantes,14,2,8,8,12,23,20,2007,18,ligue_1
20,Sedan,13,2,7,9,21,32,20,2007,18,ligue_1
1,Olympique Lyonnais,50,16,2,1,39,11,20,2007,19,ligue_1
2,Lens,35,10,5,4,28,20,20,2007,19,ligue_1
3,Sochaux,33,9,6,4,23,20,20,2007,19,ligue_1
4,Saint-Étienne,31,9,4,6,31,23,20,2007,19,ligue_1
5,Lille,31,8,7,4,27,19,20,2007,19,ligue_1
6,Olympique,30,9,3,7,25,19,20,2007,19,ligue_1
7,Nancy,29,8,5,6,17,15,20,2007,19,ligue_1
8,Girondins Bordeaux,29,9,2,8,21,22,20,2007,19,ligue_1
9,Stade Rennais,25,6,7,6,16,16,20,2007,19,ligue_1
10,Toulouse,25,7,4,8,20,25,20,2007,19,ligue_1
11,Le Mans,24,5,9,5,21,22,20,2007,19,ligue_1
12,Lorient,24,6,6,7,19,22,20,2007,19,ligue_1
13,Auxerre,23,5,8,6,20,24,20,2007,19,ligue_1
14,Valenciennes,21,6,3,10,16,28,20,2007,19,ligue_1
15,Monaco,20,5,5,9,23,21,20,2007,19,ligue_1
16,PSG,20,4,8,7,18,24,20,2007,19,ligue_1
17,Nantes,17,3,8,8,16,23,20,2007,19,ligue_1
18,Troyes,17,3,8,8,20,28,20,2007,19,ligue_1
19,Nice,16,3,7,9,15,21,20,2007,19,ligue_1
20,Sedan,13,2,7,10,22,34,20,2007,19,ligue_1
1,Olympique Lyonnais,50,16,2,2,39,13,20,2007,20,ligue_1
2,Lens,36,10,6,4,29,21,20,2007,20,ligue_1
3,Olympique,33,10,3,7,27,19,20,2007,20,ligue_1
4,Sochaux,33,9,6,5,23,21,20,2007,20,ligue_1
5,Lille,32,8,8,4,28,20,20,2007,20,ligue_1
6,Saint-Étienne,31,9,4,7,31,24,20,2007,20,ligue_1
7,Nancy,30,8,6,6,19,17,20,2007,20,ligue_1
8,Girondins Bordeaux,30,9,3,8,22,23,20,2007,20,ligue_1
9,Toulouse,28,8,4,8,22,25,20,2007,20,ligue_1
10,Le Mans,27,6,9,5,23,22,20,2007,20,ligue_1
11,Auxerre,26,6,8,6,21,24,20,2007,20,ligue_1
12,Stade Rennais,25,6,7,7,16,18,20,2007,20,ligue_1
13,Lorient,25,6,7,7,20,23,20,2007,20,ligue_1
14,Valenciennes,24,7,3,10,18,29,20,2007,20,ligue_1
15,Monaco,23,6,5,9,24,21,20,2007,20,ligue_1
16,Nantes,20,4,8,8,17,23,20,2007,20,ligue_1
17,PSG,20,4,8,8,19,26,20,2007,20,ligue_1
18,Troyes,17,3,8,9,20,30,20,2007,20,ligue_1
19,Nice,16,3,7,10,15,22,20,2007,20,ligue_1
20,Sedan,14,2,8,10,24,36,20,2007,20,ligue_1
1,Olympique Lyonnais,50,16,2,3,40,15,20,2007,21,ligue_1
2,Olympique,36,11,3,7,30,20,20,2007,21,ligue_1
3,Lens,36,10,6,5,29,22,20,2007,21,ligue_1
4,Lille,35,9,8,4,29,20,20,2007,21,ligue_1
5,Saint-Étienne,34,10,4,7,33,24,20,2007,21,ligue_1
6,Sochaux,34,9,7,5,24,22,20,2007,21,ligue_1
7,Girondins Bordeaux,33,10,3,8,24,24,20,2007,21,ligue_1
8,Toulouse,31,9,4,8,23,25,20,2007,21,ligue_1
9,Nancy,30,8,6,7,19,19,20,2007,21,ligue_1
10,Le Mans,28,6,10,5,24,23,20,2007,21,ligue_1
11,Stade Rennais,28,7,7,7,18,18,20,2007,21,ligue_1
12,Lorient,28,7,7,7,21,23,20,2007,21,ligue_1
13,Auxerre,26,6,8,7,22,27,20,2007,21,ligue_1
14,Valenciennes,25,7,4,10,19,30,20,2007,21,ligue_1
15,Monaco,23,6,5,10,24,23,20,2007,21,ligue_1
16,Nantes,20,4,8,9,17,24,20,2007,21,ligue_1
17,PSG,20,4,8,9,19,27,20,2007,21,ligue_1
18,Troyes,20,4,8,9,21,30,20,2007,21,ligue_1
19,Nice,16,3,7,11,15,23,20,2007,21,ligue_1
20,Sedan,15,2,9,10,25,37,20,2007,21,ligue_1
